Video ID,Title,Descrption,Published At
aBeu4IKJwOA,CSS - Coding Something Superb - Trecia Kat,http://francescociulla.com/ CSS - Coding Something Superb - Trecia Kat #157 Trecia Kat https://jemi.so/treciaks ...,2022-03-24T05:02:47Z
cGG3EJ49LE8,No-Code Tools for Developers? - Harsh Makadia,http://francescociulla.com/ #156 Book link: https://www.zero-to-mvp.com/ Harsh Makadia: https://twitter.com/MakadiaHarsh ...,2022-03-17T05:10:42Z
Uc2aSwSDNXk,Developer Advocacy &amp; DevOps | @KunalKushwaha,"Series by Francesco https://francescociulla.com In this episode, we will talk about Kunal's role as a Developer Advocate and about ...",2022-03-11T16:30:14Z
QHh0-725noE,Polygon Blockchain for Beginners with @EtishaGarg  | Etisha Garg,Polygon Blockchain for Beginners | Etisha Garg @EtishaGarg Etisha Garg #154 Twitter https://twitter.com/GargEtisha YouTube ...,2022-02-24T05:25:19Z
eCHu_1FOlvk,Gitpod in action | Pauline P. Narvas,Pauline's story: https://youtu.be/4yrZJMxK_Gw Gitpod https://www.gitpod.io/ Pauline https://twitter.com/paulienuh Francesco Ciulla ...,2022-02-19T04:45:39Z
MeqE2iDuFBw,"Web3, how to get started | Nader Dabit","First interview with @naderdabit https://youtu.be/KwcoT6NLByM #153 Web3, how to get started | Nader Dabit Nader Dabit ...",2022-02-17T04:55:25Z
kX5nt1SkzqA,Teach &amp; Learn as a Developer | Ali Spittel,Teach & Learn as a Developer | Ali Spittel #152 Learning online: https://youtu.be/5DBE3AvIZ0Q AWS Studio in Action ...,2022-02-10T05:49:07Z
ql2-hpcN4nQ,Computer Science Degree or Self taught? | daily.dev Spaces,Computer Science Degree or Self taught? daily.dev Pratim https://twitter.com/BhosalePratim Sumudu ...,2022-02-06T16:55:52Z
s_f28zsHogU,daily.dev reloaded (1 year later) | Ido Shamun,Find Francesco ➡️ http://francescociulla.com #151 daily.dev reloaded (1 year later) | Ido Shamun daily.dev https://daily.dev/ Ido ...,2022-02-03T04:49:54Z
FzUs6aDp42A,Twitter Bot Development and deployment | Hrittik,Portainer @Portainer IO https://www.portainer.io/ https://community.portainer.io/ - Create a Twitter Bot - Deploy the Twitter Bot ...,2022-01-31T06:14:05Z
QJXd91XB77c,Effective Strategies | DevRel Round Table,Effective Strategies | DevRel Round Table Host: https://twitter.com/FrancescoCiull4 Francesco Ciulla daily.dev Pratim Bholesale ...,2022-01-30T05:06:54Z
O4AtjhZEq_8,Portainer in Action | Dimko,"Find Francesco➡️ http://francescociulla.com Portainer Portainer enables centralized configuration, management, and security of ...",2022-01-29T04:35:04Z
uz2fj4HYsrg,Solidity Language with Cryptozombies - Lesson 4,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla Francesco Ciulla ...,2022-01-27T15:16:08Z
3Tmqod2oLAk,Working at FAANG - Dylan Isreal,Find Francesco ➡️ http://francescociulla.com #150 Working at FAANG - Dylan Isreal Dylan Isreal ...,2022-01-27T04:50:56Z
Ys5VkHXFlUA,YouTube for Devs | sudoCode aka Yogita Sharma,Find Francesco ➡️ http://francescociulla.com #149 YouTube for Devs | sudoCode aka Yogita Sharma ...,2022-01-23T19:42:27Z
rQ5cmYY-qW0,Web 3 for developers. (by daily.dev),Find Francesco ➡️ http://francescociulla.com Web 3 for Developers Twitter Space. offered by daily.dev @dailydotdev Guests: ...,2022-01-23T12:49:38Z
xCX2C_cL72k,Solidity Language with Cryptozombies - Lesson 3,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla Francesco Ciulla ...,2022-01-20T13:55:18Z
NbHOYL-JWbI,Blockchain Development | Patrick Collins,Find Francesco ➡️ http://francescociulla.com #148 Blockchain Development | Patrick Collins Patrick Collins @Patrick Collins ...,2022-01-20T05:09:28Z
qPSOVgDX5NI,AWS Amplify Studio in Action | Ali Spittel,Find Francesco ➡️ http://francescociulla.com Interview with Ali: https://www.youtube.com/watch?v=5DBE3AvIZ0Q AWS Amplify ...,2022-01-15T05:02:31Z
zUwB_imVjmg,Introverts &amp; Content Creation |  Sumudu Siriwardana,Find Francesco➡️ http://francescociulla.com Introverts & Content Creation | Sumudu Siriwardana #147 Sumudu ...,2022-01-13T06:10:09Z
azgWjNjYfc0,Devrel &amp; Web3 - How to get Started | Pratim Bhosale,Find Francesco➡️ http://francescociulla.com Devrel & Web3 - How to get Started | Pratim Bhosale #146 Pratim ...,2022-01-06T04:34:44Z
SSNWiAh7o0w,Solidity Language with Cryptozombies - Lesson 2,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla Francesco Ciulla ...,2021-12-31T11:52:02Z
4mN1JqUDwZk,2022 and the Future of Web Dev | Joe Previte,Find Francesco ➡️ http://francescociulla.com 2022 and the Future of Web Dev | Joe Previte #145 Joe Previte ...,2021-12-30T05:45:51Z
prGxEp01idA,"Kubernetes App Deployment | Hrittik, Portainer Developer Advocate",Portainer @Portainer IO https://www.portainer.io/ https://community.portainer.io/ https://github.com/hrittikhere/kubernetes/ ...,2021-12-28T18:20:32Z
DBh7H2hI_PY,Solidity Language with Cryptozombies - Lesson 1,Find Francesco ➡️ http://francescociulla.com Original Stream on Twitch: https://www.twitch.tv/francesco_ciulla Francesco Ciulla ...,2021-12-26T13:10:13Z
XSIS3UtooNM,Docker Dev Environments | with Felipe Cruz,Find Francesco ➡️ http://francescociulla.com Docker Dev Environments | with Felipe Cruz In this first video of the Dev ...,2021-12-24T06:53:07Z
gfAmn9v0lSM,RapidAPI in Action | with Pratham,Find Francesco➡️ http://francescociulla.com Interviews 1 with Pratham https://youtu.be/rPP-umPNk5M Interviews 1 with Pratham ...,2021-12-21T05:33:22Z
E6QoeAwhAJ8,Web3 &amp; Developer Advocacy | Samina,Web3 & Developer Advocacy | Samina #144 Samina Blog: https://samina.dev/ Twitter: https://twitter.com/saminacodes Francesco ...,2021-12-16T04:54:16Z
nMimDaiOTv4,Blockchain and web3 | Kacie Ahmed,Blockchain and web3 | Kacie Ahmed #143 Kacie Ahmed ⛓ BDU ➔ https://bdu.dev/ Twitter ➔ https://twitter.com/Haezurath ...,2021-12-01T07:08:40Z
3G0XOOA_fJo,How to Deploy your app with Portainer | With Hrittik,Find Francesco ➡️ http://francescociulla.com How to Deploy your app with Portainer | With Hrittik Activate your 5 Nodes License: ...,2021-11-27T20:36:31Z
Wh6r6xHPEIg,DevOps Advocacy | Kunal Kushwaha,"DevOps Advocacy | Kunal Kushwaha #142 In this Episode, we will talk about Kunal's role as a Developer Advocate and about his ...",2021-11-24T15:42:39Z
esESr5th_JY,Become Creative as a Developer | Dev Ed,Find Francesco ➡ http://francescociulla.com #141 Become Creative as a Developer | Dev Ed Dev Ed @developedbyed Site ...,2021-11-18T05:17:36Z
Co0D5d0P5sw,Web3: How to get started | Vitto Rivabella,Web3: How to get started #140 Vitto Rivabella https://twitter.com/VittoStack https://vitto.cc/ Francesco Ciulla ❤️ SUPPORT ...,2021-11-11T03:37:36Z
ysSENay_a_M,The World Of Startups | Jennifer Strout,Find Francesco ➡ http://francescociulla.com #139 The World Of Startups | Jennifer Strout Jennifer Strout Linktree: ...,2021-11-04T05:03:40Z
eubdK18sZRk,Containers? Portainer | Neil Cresswell,Find Francesco ➡ http://francescociulla.com #138 Containers? Portainer | Neil Cresswell Portainer enables centralized ...,2021-10-29T01:56:39Z
-WlqYj__g68,All you need is Python | Patrick Loeber,Find Francesco ➡️ http://francescociulla.com #137 All you need is Python | Patrick Loeber Patrick Loeber Youtube: ...,2021-10-28T04:04:35Z
NPP55NGTQH0,Podcasting opens doors | With Mike,Find Francesco ➡️ http://francescociulla.com #136 Podcasting opens doors | With Mike Questions for Mike: - How did you get ...,2021-10-21T03:02:58Z
EnbY5auoJT4,How to get started with Web Dev Freelancing | Nat Miletic,Find Francesco ➡️ http://francescociulla.com #135 How to get started with Web Dev Freelancing | Nat Miletic Nat Miletic ...,2021-10-16T03:18:45Z
iAwJt4pBYIk,Game-changing side projects | Csaba Kissi,Find Francesco ➡️ http://francescociulla.com #134 Game-changing side projects | Csaba Kissi Csaba Kissi Twitter ...,2021-10-08T02:17:57Z
CtG19MuPFWk,From Professor to YouTuber (Data Professor) | Chanin Nantasenamat,Find Francesco ➡ http://francescociulla.com #133 From Professor to YouTuber (Data Professor) | Chanin Nantasenamat - Check ...,2021-10-06T15:30:12Z
U1HN0bCmFtQ,The Power of Networking | Samantha Postman,Find Francesco ➡️ http://francescociulla.com #132 The Power of Networking | Samantha Postman Samantha Postman ...,2021-09-23T05:00:02Z
akMwK8-CJsg,Content Creation for Introverts | Insha Ramin,Find Francesco ➡️ http://francescociulla.com #131 Content Creation for Introverts | Insha Ramin Insha ...,2021-09-17T11:59:07Z
4sNAK5OGYNc,How to install Portainer with Docker,How to install Portainer with Docker Portainer website - https://portainer.io Portainer Linkedin page: ...,2021-09-14T12:56:18Z
IsAlfau4cdU,How To Get a Great Job as a Developer | Eddy Vinck,Find Francesco ➡️ http://francescociulla.com #130 How To Get a Great Job as a Developer | Eddy Vinck Eddy Vinck ...,2021-09-11T02:07:15Z
AHjJwCf3lFM,How to find clients with Twitter | Shaquil Hansford,Find Francesco ➡️ http://francescociulla.com #129 How to find clients with Twitter Shaquil Hansford ...,2021-09-04T04:04:44Z
J6ZhYhurlr8,Twitter growth 101 | Favor,Find Francesco ➡️ http://francescociulla.com #128 Twitter growth 101 | Favor Favor Twitter: https://twitter.com/heyOnuoha ...,2021-08-20T14:00:11Z
1cdzLEi--uE,Why you need to learn to code now | Raza Rython,Find Francesco ➡️ http://francescociulla.com #127 Why you need to learn to code now | Raza Rython Raza Instagram: ...,2021-08-13T01:02:15Z
wTxLzs86AU4,Fear of Judgement #Shorts #fear #judgement #makevideos,Fear of Judgement #Shorts #fear #judgement #makevideos Francesco Ciulla ❤️ SUPPORT ...,2021-08-05T08:25:47Z
vrpIAoZVWQM,Why your work is valuable | Anaïs Urlichs,Find Francesco ➡️ http://francescociulla.com #126 Why your work is valuable | Anaïs Urlichs Anais @AnaisUrlichs Site ...,2021-08-05T04:10:21Z
6BsdWspVNYk,How to become the BEST Content Creator #Shorts,How to become the BEST Content Creator #Shorts Francesco Ciulla ❤️ SUPPORT ○ https://github.com/sponsors/FrancescoXX ...,2021-07-29T09:31:06Z
4HJJuiDbNkI,Coding Yuri | Did she hack Twitter?,"Find Francesco ➡️ http://francescociulla.com #125 this LIVE episode, we will talk with Yuri about her insane growth on Twitter ...",2021-07-29T00:17:08Z
MoTaPCoJT_I,Perfect Videos #Shorts,Perfect Videos #Shorts Francesco Ciulla ❤️ SUPPORT ○ https://github.com/sponsors/FrancescoXX DISCORD SERVER ...,2021-07-22T08:09:02Z
pWJCafAjiTw,How to create good Content | Shruti Kapoor,Find Francesco ➡️ http://francescociulla.com #How124 to create good Content | Shruti Kapoor Shruti Kapoor Twitter: ...,2021-07-22T06:07:34Z
f2SDGugm3rU,How to handle bad comments on Social Media #Shorts,How to handle bad comments on Social Media Francesco Ciulla ❤️SUPPORT ○ https://github.com/sponsors/FrancescoXX ...,2021-07-15T08:55:30Z
xQ5tvBENDwM,Dev Blogging on Hashnode | Syed Fazla Rahman,Find Francesco ➡️ http://francescociulla.com #123 Dev Blogging on Hashnode | Syed Fazla Rahman Join Hashnode!,2021-07-14T12:01:19Z
wSEuq5eAMTY,What&#39;s the best topic to start making videos? #Shorts,What's the best topic to start making videos? Francesco Ciulla ❤️SUPPORT ○ https://github.com/sponsors/FrancescoXX ...,2021-07-08T10:59:49Z
bvQJPxP1_Js,Branding &amp; Design | Jeremy Mura,"Find Francesco ➡️ http://francescociulla.com #122 Episode 122 In this episode, we will talk with Jeremy Mura about how to build ...",2021-07-07T23:50:23Z
Ez0MfprE1XI,How to build a 100k audience in 12 months | Pratham,Find Francesco ➡️ http://francescociulla.com #121 How to build a 100k audience in 12 months | Pratham code francesco100 ...,2021-07-02T04:11:51Z
ql_aQuCgwdg,From developer to entrepreneur to writer | Arvid Kahl,"Find Francesco ➡️ http://francescociulla.com #120 From developer to entrepreneur to writer, with Arvid Kahl TO GET THE ...",2021-07-01T05:03:41Z
gKw938iSjmM,What do you need to make videos on YouTube #Shorts,What do you need to make videos on YouTube? This is my first Short on YouTube! https://francescociulla.com.,2021-06-30T09:32:14Z
9jo2NnxQ9-Q,Content without Compromise | Jack Forge,Find Francesco ➡️ http://francescociulla.com #119 Content without Compromise | Jack Forge Jack Forge Site: ...,2021-06-27T03:15:34Z
3n1a7wNyiFc,Being a Developer Advocate at Google | Stephanie Wong,Find Francesco ➡️ http://francescociulla.com #118 Being a Developer Advocate at Google Stephanie Wong Site ...,2021-06-19T04:57:11Z
KPovAtpZcvM,From India To Canada (+Tips for Students) | Programmer Couple,Find Francesco ➡️ http://francescociulla.com #117 From India To Canada Pranav and Kritika Journey from India to Canada and ...,2021-06-13T00:56:51Z
5DBE3AvIZ0Q,"Learning Online | Angie Jones, Colby Fayock, Quincy Larson, Ali Spittel","Find Francesco: https://francescociulla.com #116 Learning Online | Angie Jones, Colby Fayock, Quincy Larson, Ali Spittel In this ...",2021-06-10T05:13:51Z
HhkwLJCZw2Y,"Build a Rest API using Node.js, Express, Sequelize, Postgres, Docker","In this Live episode, I will create a set of CRUD API, using Node.js, Express, Sequelize, Postgres and Docker. Find Francesco: ...",2021-06-04T04:37:16Z
siDQHsGq9NA,How to Secure Docker Containers | Liran Tal,Find Francesco ➡️ http://francescociulla.com #115 How to Secure Docker Containers | Liran Tal Liran Tal TWITTER ...,2021-06-03T01:16:44Z
R_mcN0QR5qw,Dockercon 2021 Highlights (9 Hours in 20 Minutes),Find Francesco ➡️ http://francescociulla.com Speakers: Donnie Berkholz:https://twitter.com/dberkholz Dieu Cao: ...,2021-05-29T14:25:04Z
gT9B7kE-OTk,Collaborations with Content Creators  | Colby Fayock,Find Francesco ➡️ http://francescociulla.com #114 Collaborations with Content Creators: Why are they so important and how ...,2021-05-27T05:14:50Z
G3XnMZuPvcY,How to be successful on YouTube | Bucky Roberts (The New Boston),Find Francesco ➡️ http://francescociulla.com #113 How to be successful on YouTube | Bucky Roberts (The New Boston) ...,2021-05-19T18:00:14Z
6-bShJFlXUw,The Future of the web | Oliver Jumpertz,"Find Francesco ➡ http://francescociulla.com #112 How the web started, into what it evolved, and how it's probably going to look in ...",2021-05-15T00:33:05Z
AbdcoJHVutk,How to become a better Developer | with Nacho Iacovino,"110 How to become a better Developer | with Nacho Iacovino In this episode, we will talk with Nacho, about his journey as a ...",2021-04-29T02:25:09Z
bjKOTy9-sYM,Tips &amp; tricks for freelancers l Blake Lower,"109 Find Francesco ➡️ http://francescociulla.com In this episode, we will talk with Blakes about Freelancing, especially for ...",2021-04-22T07:04:54Z
l-kz6hDz6MU,Founders &amp; Startups | Albert Kozlowski,"Find Francesco ➡️ http://francescociulla.com #108 Founders & Startups | Albert Kozlowski In this LIVE episode, we will talk ...",2021-04-15T01:25:48Z
4b9cBBUfEvA,Freelancing tips for Developers | Dan Spratling,Find Francesco ➡️ http://francescociulla.com #107 Freelancing tips for Developers | Dan Spratling Dan Spratling Site ...,2021-04-10T05:19:15Z
_EX_kkd_Phc,How to get a Job using Social Media | Liz Kenyon,Find Francesco ➡ http://francescociulla.com #106 How to get a Job using Social Media | Liz Kenyon We have talked about getting ...,2021-04-03T15:49:46Z
GI1abVgcnRQ,Developer Habits | Kethmar Salumets,Find Francesco ➡ http://francescociulla.com @developerhabits #105 Developer Habits | Kethmar Salumets Support ...,2021-03-20T18:02:48Z
_EX_kkd_Phc,How to get a Job using Social Media | Liz Kenyon,Find Francesco ➡ http://francescociulla.com #106 How to get a Job using Social Media | Liz Kenyon We have talked about getting ...,2021-04-03T15:49:46Z
GI1abVgcnRQ,Developer Habits | Kethmar Salumets,Find Francesco ➡ http://francescociulla.com @developerhabits #105 Developer Habits | Kethmar Salumets Support ...,2021-03-20T18:02:48Z
519nUxZx51w,This Happened for real after 3 years...,"After 3 years, I quit my Job. Let's celebrate together. All the links: https://francescociulla.com.",2021-03-13T04:33:58Z
7iGWOocM6Ac,From Tourism to Cybersecurity (...and Yoga) | Alina,Find Francesco ➡ http://francescociulla.com #104 From Tourism to Cybersecurity (...and Yoga) | Alina Alina Instagram: ...,2021-03-12T12:59:50Z
VOO8dSUnYAc,Success without Plans as a Developer | Chris Sev,Find Francesco ➡ http://francescociulla.com Chris Sev @ChrisSev_ Site: https://better.dev Course: https://beginnertailwind.com ...,2021-03-04T12:59:56Z
GSmPFpR-rVc,"From Basketball to Devops , Python and YouTube | Jim","Find Francesco ➡ http://francescociulla.com #012 From Basketball to Devops , Python and YouTube | Jim Jim @jimshapedcoding ...",2021-02-25T13:05:49Z
xYErYHSKJXs,How to find a Mentor as a developer | Phillip Ninan,Find Francesco ➡ http://francescociulla.com #101 How to find a Mentor as a developer | Phillip Ninan Phillip Ninan BLOG ...,2021-02-16T12:30:13Z
cO8dRrP32t0,The Dream of Content Creators | Adrian Twarog,100 The Dream of Content Creators | Adrian Twarog Adrian Twarog @AdrianTwarog Twitter ○ https://twitter.com/adrian_twarog ...,2021-02-02T11:17:30Z
aojygTaQppM,Never stop learning (Motivation for Developers) | Chris Kalmar,Find Francesco ➡️ http://francescociulla.com #99 Never stop learning (Motivation for Developers) | Chris Kalmar @chriskalmar ...,2021-02-01T14:35:03Z
lEUGhj-Ibsg,From Mechanical Engineer to DevOps | Sid Palas (DevOps Directive),98 From Mechanical Engineer to DevOps | Sid Palas (DevOps Directive) Devops Directive @DevOpsDirective Youtube ...,2021-01-31T14:05:15Z
jHz9hn4J4QI,The neverending process of learning as a developer | Jordan the Computer Scientist,97 The neverending process of learning as a developer | Jordan the Computer Scientist Jordan YOUTUBE ...,2021-01-30T13:25:14Z
sVK49Fh-sFc,How to be creative as Developer and Content Creator | William Candillon,96 How to be creative as Developer and Content Creator | William Candillon William Candillon @wcandillon YOUTUBE ...,2021-01-29T13:40:19Z
O7FET3GT4-I,Simplifying Web Development for Developers | Kyle,95 Simplifying Web Development for Developers | Kyle Web Dev Simplified (Kyle) @WebDevSimplified YOUTUBE ...,2021-01-28T14:56:42Z
c3jWKYfQVys,From Videogamer to Self taught programmer and YouTuber | Dorian Develops,94 From Videogamer to Self taught programmer and YouTuber | Dorian Develops Dorian Develops YOUTUBE ...,2021-01-27T13:22:03Z
6fLdJKHLOfc,How Gary Simon Ultimately Became a YouTuber (Tips) | Gary Simon,92 How Gary Simon Ultimately Became a YouTuber (Tips) | Gary Simon Gary Simon @DesignCourse DesignCourse ...,2021-01-25T15:21:46Z
u1WrsUgt5lM,Not every social platform is for you | Nick White,91 Not every social platform is for you | Nick White Nick White Twitter ○ https://twitter.com/nicholaswwhite YouTube ...,2021-01-24T15:02:11Z
YFeEhy7gwpQ,Test Driven Development | Deni Moka,90 Test Driven Development | Deni Moka Deni Moka TWITTER ○ https://twitter.com/dmokafa LINKEDIN ...,2021-01-23T13:44:27Z
BsOVG5-8xqU,"Young and talented, with a passion for code and making videos | TomiTokko @CodeWithTomi","89 Young and talented, with a passion for code and making videos | Tomi Tokko @Code With Tomi Tomi Tokko YouTube: ...",2021-01-22T13:19:31Z
otLDUHJO1jE,"Slow, Strange, and Steady journey to Content creation | Kevin Powell","88 Slow, Strange, and Steady journey to Content creation | Kevin Powell Francesco Ciulla ❤️SUPPORT ...",2021-01-21T14:02:24Z
nqe5u_iUy4w,Making Videos that teach and inspire content creators | TheCoderCoder (Jessica Chan),87 Making Videos that teach and inspire content creators | TheCoderCoder (Jessica Chan) TheCoderCoder (Jessica Chan) ...,2021-01-20T15:18:57Z
92Ayjpm__mA,From Graphic Designer to Developer | Sulamita Ivanov,Find Francesco http://francescociulla.com #86 From Marketing and Graphic Designer to Developer | Sulamita Ivanov Sulamita ...,2021-01-19T16:07:29Z
jSplAnQgLSE,The journey of learning consistently by doing | Catalin Miron,85 The journey of learning consistently by doing | Catalin Miron Catalin Miron Twitter: https://twitter.com/mironcatalin YouTube: ...,2021-01-18T13:29:10Z
eaTwEYbiqOM,How 3 people can have a Huge Impact on the Dev&#39;s Community | Nimrod Kramer (daily.dev),84 How 3 people can have a Huge Impact on the Dev's Community | Nimrod Kramer (daily.dev) Nimrod Kramer - daily.dev ...,2021-01-17T15:17:29Z
XI-zetJY_UM,Impact of Bad and Good Habits on our life | Eliahu Garcia Lozano,83 Impact of Bad and Good Habits on our life | Eliahu Garcia Lozano Eliahu Garcia Lozano Twitter: https://twitter.com/eligarlo ...,2021-01-16T15:08:15Z
uhFjrf3Kzq4,Music and Coding | Gagan Deep Singh,82 Music and Coding | Gagan Deep Singh Gagan [For Tech] Twitter: https://twitter.com/GaganGulyani LinkedIn: ...,2021-01-15T12:10:45Z
Tt6hBgQRBz4,Development and Content Creation | Catalin Pit,81 Development and Content Creation | Catalin Pit Catalin Pit https://www.youtube.com/channel/UCl1IRCSmm74qhcFNPTHcbMg ...,2021-01-14T12:00:32Z
v2XiGr3b8Zc,Flutter Introvertuber | Robert Brunhage,79 Flutter Introvertuber | Robert Brunhage @RobertBrunhage Robert Brunhage Design: ...,2021-01-12T13:37:35Z
JsSVskQEnMk,Livestreaming on Twitch | Igor Silvera,78 Livestreaming on Twitch | Igor Silvera Igor Silvera YT - https://youtube.com/c/igorsilveira Twitch - http://www.twitch.tv/igorsilveira ...,2021-01-11T13:25:50Z
cmVRALbHWlM,Long and winding road to programming | Kenneth Cassel,"77 Long and winding road to programming. Music, Gas Station, Raspberry PI, Hackathons - Kenneth Cassel Deliberate ...",2021-01-10T13:15:15Z
syQMyYgvdUw,Story of an Introvertuber Software Engineer | Prem P. Acharya,76 Story of an Introvertuber Software Engineer | Prem P. Acharya Introvertuber http://www.introvertuber.com Video ...,2021-01-09T11:07:34Z
XfMru-UFnEM,From a bad comment to a successful Youtuber career | Sarthak,75 From a bad comment to a successful Youtuber career | Sarthak Sarthak https://youtube.com/bitfumes ...,2021-01-08T12:57:06Z
Xh_0TqIOsi8,Docker And Kubernetes in DevOps world | Bret Fisher,74 Docker And Kubernetes in DevOps world | Bret Fisher @BretFisher Bret Fisher YOUTUBE ○ YouTube Live On Thursdays: ...,2021-01-07T13:20:54Z
YF8oawutH4w,Surround yourself with smart people | Apoorv Tyagi,73 Surround yourself with smart people | Apoorv Tyagi Apoorv Tyagi TWITTER ○ https://twitter.com/apoorv__tyagi SITE ...,2021-01-06T14:25:49Z
A57JqCC5lJE,From IT-Support to Software Development within 2 years | Nathaniel Idahosa,71 From IT-Support to Software Development within 2 years | Nathaniel Idahosa @codestories Nathaniel Idahosa TWITTER ...,2021-01-04T20:34:05Z
EKeefyDThus,Age is Nan (Not a Number): You can be a developer at any - with Luc Constantin,70 Age is Nan (Not a Number): You can be a developer at any - with Luc Constantin Luc Constantin TWITTER ...,2021-01-03T13:56:23Z
udY7zIyKu78,"Medicine Student, Developer, YouTuber | Doctor Code","69 Medicine Student, Developer, YouTuber | Doctor Code Doctor Code YOUTUBE ○ https://t.co/A2VdsmCy7r TWITTER ...",2021-01-02T11:52:10Z
U94oo0N4ras,"If you want to go fast, travel alone. If you want to go far, travel with other developers | Annie","68 If you want to go fast, travel alone. If you want to go far, travel with other developers | Annie Annie SITE ...",2021-01-01T17:39:13Z
1xtih2yHKgo,How to get started with Machine Learning | Pratham Prasoon,67 How to get started with Machine Learning | Pratham Prasoon Pratham Prasoon SITE ○ https://prathamprasoon.codes/ ...,2020-12-31T14:41:49Z
-AYZUXKxohE,Progressive improvement in making videos | Caleb Curry,66 Progressive improvement in making videos | Caleb Curry @codebreakthrough Caleb Curry SITE ...,2020-12-30T16:46:51Z
EQvvgQHW-kg,Getting Started With Open Source with the GitHub Star | Eddie Jaoude,65 Getting Started With Open Source with the GitHub Star | Eddie Jaoude @eddiejaoude community website ...,2020-12-29T14:00:12Z
kGa_jvtXKYQ,How to write a successful programming book | Luciano Mammino,63 How to write a successful programming book | Luciano Mammino @Loige Node.js Design Patterns: ...,2020-12-27T13:17:04Z
8KXnm_s5oYg,From developer to Content Creator - James Perkins,62 From developer to Content Creator - James Perkins @james-perkins James Perkins TWITTER ...,2020-12-26T13:36:11Z
Og0mU_rQtDU,From no technical background to developer | Nadia Zhuk,"61 From no technical background to developer | Nadia Zhuk You can find her book ""Crossing the Rubycon"" At these links: ...",2020-12-25T15:43:16Z
f3Sd6_TdsA0,How to Find motivation for side projects | Nehemiah,60 How to Find motivation for side projects | Nehemiah ------------------------------------------------------------------- Nehemiah TWITTER ...,2020-12-24T18:14:12Z
VFaGkf8W-tM,"From Developer to Freelancer to Purple YouTuber, Streamer, and Blogger | Florin Pop","59 From Developer to Freelancer to Purple YouTuber, Streamer, and Blogger | Florin Pop Make money as Dev: ...",2020-12-23T17:00:09Z
I34qzNbd6-w,Gamer to Game Developer using Unity3d | GTGD (Looqman),58 Gamer to Game Developer using Unity3d | GTGD (Looqman) @GamerToGameDeveloper Looqmaan TWITTER ...,2020-12-22T14:12:02Z
ZFZdY8grJWU,How to freelance as a web developer for a long time | Tom Hirst,57 How to freelance as a web developer for a long time | Tom Hirst Tom Hirst PRICING FREELANCE PROJECTS ...,2020-12-21T14:47:22Z
-7YpqB8DvnQ,How to optimize your time as a parent developer | Sarah Shook,56 How to optimize your time as a parent developer | Sarah Shook Sarah Shook SITE ○ https://shook.codes/ TWITTER ...,2020-12-20T15:30:00Z
kLOhOsMxXfE,Resume tips for developers | Stas Klymenko,55 Resume tips for developers | Stas Klymenko https://twitter.com/StasKlymenko ...,2020-12-19T16:00:57Z
8r0oe5g_ltU,"Mom, Developer and Youtuber! | Shruti Balasa","54 Mom, Developer and Youtuber! | Shruti Balasa Shruti Balasa TWITTER ○ https://twitter.com/shrutibalasa YOUTUBE ...",2020-12-18T13:40:47Z
ZFZdY8grJWU,How to freelance as a web developer for a long time | Tom Hirst,57 How to freelance as a web developer for a long time | Tom Hirst Tom Hirst PRICING FREELANCE PROJECTS ...,2020-12-21T14:47:22Z
-7YpqB8DvnQ,How to optimize your time as a parent developer | Sarah Shook,56 How to optimize your time as a parent developer | Sarah Shook Sarah Shook SITE ○ https://shook.codes/ TWITTER ...,2020-12-20T15:30:00Z
kLOhOsMxXfE,Resume tips for developers | Stas Klymenko,55 Resume tips for developers | Stas Klymenko https://twitter.com/StasKlymenko ...,2020-12-19T16:00:57Z
8r0oe5g_ltU,"Mom, Developer and Youtuber! | Shruti Balasa","54 Mom, Developer and Youtuber! | Shruti Balasa Shruti Balasa TWITTER ○ https://twitter.com/shrutibalasa YOUTUBE ...",2020-12-18T13:40:47Z
lWBr7wzoTEw,Programming jokes from a Microsoft Software Engineer! | Carla Codes,53 Programming jokes from a Microsoft Software Engineer! | Carla Codes Carla Codes TWITTER ...,2020-12-17T14:20:28Z
tdajsyYRDbg,How to create a standout developer career | Randall Kanna,"52 How to create a standout developer career | Randall Kanna ""The Standout Developer"": https://gumroad.com/a/1016689779 ...",2020-12-16T13:53:25Z
4df1eirXcII,Starting a blog is useful for others and for you | Edidiong Asikpo,51 Starting a blog is useful for others and for you | Edidiong Asikpo Edidiong Asikpo SITE ○ https://edidiongasikpo.com/ ...,2020-12-15T13:23:17Z
-u5nMyALYPQ,Hashnode: giving voice to people with a blogging platform for Developers | Sandeep Panda,50 Hashnode: giving voice to people with a blogging platform for Developers | Sandeep Panda Join Hashnode!,2020-12-14T15:42:15Z
3taZS5D1Jl8,Lucid Dreaming using Arduino | Dashiell Bark-Huss,49 Lucid Dreaming using Arduino | Dashiell Bark-Huss We have talked about her two projects: The first one is a project about ...,2020-12-13T16:07:23Z
